20047;3,3;activités religieuses;faire la vaisselle, nettoyer la cuisine à l'église;
20050;1,5;activités religieuses;manger à l'église;
20055;2;activités religieuses;manger/parler à l'église ou manger debout, fêtes religieuses;
20060;3,3;activités religieuses;nettoyer l'église;
20061;4;activités religieuses;travail général dans la cour de l'église;
20065;3,5;activités religieuses;être debout, effort modéré (soulever des objets lourds, assembler à un rythme rapide);
20095;4,5;activités religieuses;être debout, effort modéré à important, travail manuel, soulevez des charges ? 22,5 kg, maintenance lourde;
20100;1,3;activités religieuses;taper des documents avec une machine à écrire électrique, mécanique ou un ordinateur;
21000;1,5;activités bénévoles;être assis, réunion, général, et/ou impliquant une discussion;
21005;1,5;activités bénévoles;être assis, travail de bureau léger, général;
21010;2,5;activités bénévoles;être assis, travail modéré;
21015;2,3;activités bénévoles;être debout, travail léger (remplissage, discussion, assemblage);
21016;2;activités bénévoles;être assis, s'occuper d'enfants, périodes actives uniquement;
21017;3;activités bénévoles;être debout, s'occuper d'enfants, périodes actives uniquement;
21018;3,5;activités bénévoles;marcher/courir, jouer avec les enfants, effort modéré, périodes actives uniquement;
21019;5,8;activités bénévoles;marcher/courir, jouer avec des enfants, effort vigoureux, périodes actives uniquement;
21020;3;activités bénévoles;être debout, travail léger/modéré (par ex. faire des cartons, assembler/réparer, installer des chaises/meubles);
21025;3,5;activités bénévoles;être debout, effort modéré (soulever 22,5kg, assembler à un rythme rapide);
21030;4,5;activités bénévoles;être debout, travail modéré/vigoureux;
21035;1,3;activités bénévoles;taper des documents avec une machine à écrire électrique, mécanique ou un ordinateur;
21040;2;activités bénévoles;marcher à moins de 3 km/h, rythme très lent;
21045;3,5;activités bénévoles;marcher à 5 km/h, rythme modéré, sans rien porter;
21050;4,3;activités bénévoles;marcher à 5,5 km/h, rythme rapide, sans rien porter;
21055;3,5;activités bénévoles;marcher à 4 km/h, rythme lent, en portant des objets pesant moins de 11 kg;
21060;4,5;activités bénévoles;marcher à 5 km/h, rythme modéré, en portant des objets pesant moins de 11 kg, en poussant quelque chose;
21065;4,8;activités bénévoles;marcher à 6 km/h, rythme rapide, en portant des objets pesant moins de 11 kg;
21070;3;activités bénévoles;combinaison marcher/arrêt debout, à des fins bénévoles;
